cidade,equipamento,existentes,emUso,existentesSUS,emUsoSUS
280150,Amalgamador,2,2,2,2
280150,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
280150,Berço Aquecido,1,1,1,1
280150,Monitor de ECG,1,1,1,1
280150,Reanimador Pulmonar/AMBU,5,5,5,5
280150,Eletrocardiografo,1,1,1,1
280120,Raio X de 100 a 500 mA,2,2,2,2
280120,Raio X Dentario,2,2,2,2
280120,Ultrassom Ecografo,1,1,1,1
280120,Ultrassom Convencional,1,1,1,1
280120,Controle Ambiental/Ar-condicionado Central,2,2,2,2
280120,Grupo Gerador,1,1,1,1
280120,Equipo Odontologico,11,11,11,11
280120,Compressor Odontologico,10,10,10,10
280120,Fotopolimerizador,9,9,9,9
280120,Caneta de Alta Rotacao,11,11,11,11
280120,Caneta de Baixa Rotacao,11,11,11,11
280120,Amalgamador,9,9,9,9
280120,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
280120,Bomba de Infusao,1,1,1,1
280120,Berço Aquecido,5,5,5,5
280120,Desfibrilador,4,4,4,4
280120,Equipamento de Fototerapia,1,1,1,1
280120,Incubadora,1,1,1,1
280120,Monitor de ECG,1,1,1,1
280120,Monitor de Pressao Nao-Invasivo,7,7,7,7
280120,Reanimador Pulmonar/AMBU,11,11,11,11
280120,Respirador/Ventilador,2,2,2,2
280120,Eletrocardiografo,1,1,1,1
280160,Equipo Odontologico,2,2,2,2
280190,Equipo Odontologico,1,1,1,1
280190,Compressor Odontologico,1,1,1,1
280190,Fotopolimerizador,1,1,1,1
280190,Caneta de Alta Rotacao,1,1,1,1
280190,Caneta de Baixa Rotacao,1,1,1,1
280190,Amalgamador,1,1,1,1
280190,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280190,Eletrocardiografo,2,1,2,1
280200,Equipo Odontologico,3,3,3,3
280200,Eletrocardiografo,1,1,1,1
280170,Raio X Dentario,1,1,1,1
280170,Equipo Odontologico,7,7,7,7
280170,Compressor Odontologico,7,7,7,7
280170,Fotopolimerizador,5,5,5,5
280170,Caneta de Alta Rotacao,5,5,5,5
280170,Caneta de Baixa Rotacao,5,5,5,5
280170,Amalgamador,1,1,1,1
280170,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280170,Bomba de Infusao,1,1,1,1
280170,Desfibrilador,1,1,1,1
280170,Monitor de ECG,1,1,1,1
280170,Monitor de Pressao Nao-Invasivo,1,1,1,1
280170,Reanimador Pulmonar/AMBU,2,2,2,2
280170,Respirador/Ventilador,1,1,1,1
280170,Eletrocardiografo,1,1,1,1
280170,Aparelho de Eletroestimulacao,4,4,4,4
280210,CABINE ACUSTICA,1,1,1,1
280210,Mamografo com Comando Simples,2,2,2,2
280210,Raio X ate 100 mA,1,1,1,1
280210,Raio X de 100 a 500 mA,6,6,6,6
280210,Raio X mais de 500mA,3,3,3,3
280210,Raio X Dentario,4,4,2,2
280210,Raio X para Densitometria Ossea,1,1,1,1
280210,Ultrassom Ecografo,5,4,5,4
280210,Ultrassom Convencional,8,8,5,5
280210,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,2,2,2,2
280210,Controle Ambiental/Ar-condicionado Central,14,14,5,5
280210,Grupo Gerador,1,1,1,1
280210,Usina de Oxigenio,1,1,1,1
280210,Equipo Odontologico,26,26,17,17
280210,Bomba de Infusao,6,6,6,6
280210,Berço Aquecido,6,6,6,6
280210,Desfibrilador,4,2,4,2
280210,Equipamento de Fototerapia,9,9,9,9
280210,Incubadora,7,7,7,7
280210,Monitor de ECG,8,8,8,8
280210,Reanimador Pulmonar/AMBU,22,22,22,22
280210,Respirador/Ventilador,27,27,27,27
280210,Eletrocardiografo,5,5,5,5
280210,Endoscopio Digestivo,2,2,1,1
280210,Aparelho de Diatermia por Ultrassom/Ondas Curtas,6,6,6,6
280210,Aparelho de Eletroestimulacao,2,2,2,2
280230,Equipo Odontologico,3,3,3,3
280230,Compressor Odontologico,2,2,2,2
280230,Fotopolimerizador,2,2,2,2
280230,Caneta de Alta Rotacao,2,2,2,2
280230,Caneta de Baixa Rotacao,2,2,2,2
280230,Amalgamador,2,2,2,2
280230,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
280230,Desfibrilador,1,1,1,1
280230,Monitor de ECG,1,1,1,1
280230,Reanimador Pulmonar/AMBU,3,3,3,3
280240,Ultrassom Ecografo,1,1,1,1
280240,Ultrassom Convencional,1,1,1,1
280240,Equipo Odontologico,3,3,3,3
280240,Eletrocardiografo,1,1,1,1
280250,Raio X Dentario,1,1,1,1
280250,Ultrassom Convencional,1,0,1,0
280250,Equipo Odontologico,1,1,1,1
280250,Monitor de ECG,1,1,1,1
280250,Monitor de Pressao Nao-Invasivo,1,1,1,1
280220,Equipo Odontologico,2,2,2,2
280260,Equipo Odontologico,2,2,2,2
280260,Compressor Odontologico,1,1,1,1
280260,Fotopolimerizador,2,2,2,2
280260,Caneta de Alta Rotacao,2,2,2,2
280260,Caneta de Baixa Rotacao,2,2,2,2
280260,Amalgamador,2,2,2,2
280270,Ultrassom Ecografo,1,1,1,1
280270,Equipo Odontologico,4,3,4,3
280270,Eletrocardiografo,1,1,1,1
280280,Raio X Dentario,3,3,3,3
280280,Equipo Odontologico,8,8,8,8
280280,Compressor Odontologico,7,7,7,7
280280,Fotopolimerizador,5,5,5,5
280280,Caneta de Alta Rotacao,5,5,5,5
280280,Caneta de Baixa Rotacao,5,5,5,5
280280,Amalgamador,5,5,5,5
280280,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
280280,Desfibrilador,1,1,1,1
280280,Monitor de ECG,1,1,1,1
280280,Reanimador Pulmonar/AMBU,2,2,2,2
280280,Respirador/Ventilador,1,1,1,1
280280,Eletrocardiografo,2,1,2,1
280280,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
280280,Aparelho de Eletroestimulacao,2,2,2,2
280290,Mamografo com Comando Simples,2,2,2,2
280290,Mamografo com Estereotaxia,1,1,1,1
280290,Raio X ate 100 mA,5,3,3,1
280290,Raio X de 100 a 500 mA,3,2,3,2
280290,Raio X Dentario,6,6,1,1
280290,Ultrassom Doppler Colorido,4,4,2,2
280290,Ultrassom Ecografo,5,5,4,4
280290,Ultrassom Convencional,5,5,3,3
280290,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,3,3,3
280290,Controle Ambiental/Ar-condicionado Central,10,10,1,1
280290,Grupo Gerador,5,5,4,4
280290,Usina de Oxigenio,1,1,1,1
280290,Equipo Odontologico,25,25,14,14
280290,Bomba de Infusao,2,2,1,1
280290,Berço Aquecido,7,7,7,7
280290,Desfibrilador,8,8,7,7
280290,Equipamento de Fototerapia,4,4,4,4
280290,Incubadora,5,5,5,5
280290,Monitor de ECG,10,10,9,9
280290,Monitor de Pressao Nao-Invasivo,14,14,10,10
280290,Reanimador Pulmonar/AMBU,24,24,20,20
280290,Respirador/Ventilador,7,7,6,6
280290,Eletrocardiografo,6,6,4,4
280290,Eletroencefalografo,2,2,1,1
280290,Endoscopio Digestivo,4,4,2,2
280290,Laparoscopio/Vídeo,2,2,1,1
280290,Microscopio Cirurgico,2,2,1,1
280290,Aparelho de Diatermia por Ultrassom/Ondas Curtas,5,5,1,1
280290,Aparelho de Eletroestimulacao,7,7,1,1
280290,Equipamento para Hemodialise,26,26,25,25
280290,Forno de Bier,1,1,1,1
280300,Raio X ate 100 mA,1,0,1,0
280300,Ultrassom Ecografo,1,1,1,1
280300,Ultrassom Convencional,1,1,1,1
280300,Grupo Gerador,1,1,1,1
280300,Equipo Odontologico,9,9,9,9
280300,Compressor Odontologico,6,6,6,6
280300,Fotopolimerizador,7,6,7,6
280300,Caneta de Alta Rotacao,7,6,7,6
280300,Caneta de Baixa Rotacao,7,6,7,6
280300,Amalgamador,7,6,7,6
280300,Aparelho de Profilaxia c/ Jato de Bicarbonato,7,6,7,6
280300,Berço Aquecido,2,2,2,2
280300,Reanimador Pulmonar/AMBU,3,3,3,3
280300,Eletrocardiografo,2,2,2,2
280310,Equipo Odontologico,1,1,1,1
280310,Compressor Odontologico,1,1,1,1
280310,Fotopolimerizador,1,1,1,1
280310,Caneta de Alta Rotacao,1,1,1,1
280310,Caneta de Baixa Rotacao,1,1,1,1
280310,Amalgamador,1,1,1,1
280310,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280320,Raio X de 100 a 500 mA,1,1,1,1
280320,Raio X Dentario,1,1,1,1
280320,Ultrassom Doppler Colorido,1,1,1,1
280320,Equipo Odontologico,14,14,13,13
280320,Compressor Odontologico,11,11,10,10
280320,Fotopolimerizador,10,10,9,9
280320,Caneta de Alta Rotacao,13,13,11,11
280320,Caneta de Baixa Rotacao,13,13,11,11
280320,Amalgamador,11,11,10,10
280320,Aparelho de Profilaxia c/ Jato de Bicarbonato,8,8,8,8
280320,Bomba/Balao Intra-Aortico,1,1,1,1
280320,Desfibrilador,1,1,1,1
280320,Monitor de ECG,1,1,1,1
280320,Reanimador Pulmonar/AMBU,4,4,4,4
280320,Respirador/Ventilador,1,1,1,1
280320,Eletrocardiografo,1,1,1,1
280330,Raio X de 100 a 500 mA,1,1,1,1
280330,Raio X Dentario,1,1,1,1
280330,Ultrassom Ecografo,1,1,1,1
280330,Equipo Odontologico,16,16,16,16
280330,Compressor Odontologico,7,7,7,7
280330,Fotopolimerizador,7,7,7,7
280330,Caneta de Alta Rotacao,7,7,7,7
280330,Caneta de Baixa Rotacao,7,7,7,7
280330,Amalgamador,7,7,7,7
280330,Aparelho de Profilaxia c/ Jato de Bicarbonato,7,7,7,7
280330,Bomba/Balao Intra-Aortico,1,1,1,1
280330,Desfibrilador,2,2,2,2
280330,Monitor de ECG,2,2,2,2
280330,Reanimador Pulmonar/AMBU,6,6,6,6
280330,Respirador/Ventilador,2,1,2,1
280330,Eletrocardiografo,1,1,1,1
280350,Raio X de 100 a 500 mA,5,5,2,2
280350,Raio X mais de 500mA,6,6,6,6
280350,Raio X Dentario,6,5,5,4
280350,Raio X para Densitometria Ossea,1,1,1,1
280350,Tomógrafo Computadorizado,2,2,1,1
280350,Ultrassom Doppler Colorido,4,4,1,1
280350,Ultrassom Ecografo,4,4,1,1
280350,Ultrassom Convencional,6,6,3,3
280350,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
280350,Controle Ambiental/Ar-condicionado Central,7,6,7,6
280350,Grupo Gerador,2,2,2,2
280350,Usina de Oxigenio,2,2,2,2
280350,Equipo Odontologico,29,29,21,21
280350,Compressor Odontologico,12,12,11,11
280350,Fotopolimerizador,11,11,10,10
280350,Caneta de Alta Rotacao,15,15,14,14
280350,Caneta de Baixa Rotacao,14,14,13,13
280350,Amalgamador,16,16,15,15
280350,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280350,Bomba de Infusao,7,7,7,7
280350,Berço Aquecido,5,5,5,5
280350,Bilirrubinometro,2,2,2,2
280350,Desfibrilador,10,10,9,9
280350,Equipamento de Fototerapia,3,2,3,2
280350,Incubadora,4,3,4,3
280350,Monitor de ECG,7,7,6,6
280350,Reanimador Pulmonar/AMBU,42,42,41,41
280350,Respirador/Ventilador,25,25,24,24
280350,Eletrocardiografo,12,12,10,10
280350,Eletroencefalografo,3,3,2,2
280350,Endoscopio Digestivo,3,3,2,2
280350,Equipamentos para Optometria,4,4,1,1
280350,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
280370,Equipo Odontologico,4,4,4,4
280370,Eletrocardiografo,1,1,1,1
280340,Ultrassom Convencional,1,1,1,1
280340,Usina de Oxigenio,1,1,1,1
280340,Equipo Odontologico,6,6,6,6
280340,Berço Aquecido,6,4,4,2
280340,Monitor de ECG,1,1,1,1
280340,Respirador/Ventilador,6,2,6,2
280340,Eletrocardiografo,1,1,1,1
280380,Controle Ambiental/Ar-condicionado Central,1,1,1,1
280380,Equipo Odontologico,3,3,3,3
280380,Compressor Odontologico,1,1,1,1
280380,Fotopolimerizador,1,1,1,1
280380,Caneta de Alta Rotacao,1,1,1,1
280380,Caneta de Baixa Rotacao,1,1,1,1
280380,Amalgamador,1,1,1,1
280380,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280390,Equipo Odontologico,3,3,3,3
280390,Compressor Odontologico,3,3,3,3
280390,Fotopolimerizador,3,3,3,3
280390,Caneta de Alta Rotacao,3,3,3,3
280390,Caneta de Baixa Rotacao,3,3,3,3
280390,Amalgamador,3,3,3,3
280390,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
280390,Eletrocardiografo,2,2,2,2
280400,Raio X mais de 500mA,1,1,1,1
280400,Ultrassom Doppler Colorido,1,1,1,1
280400,Ultrassom Convencional,1,1,1,1
280400,Equipo Odontologico,3,3,3,3
280360,Mamografo com Comando Simples,1,0,1,0
280360,Raio X de 100 a 500 mA,1,0,1,0
280360,Raio X Dentario,2,2,2,2
280360,Ultrassom Ecografo,1,1,1,1
280360,Controle Ambiental/Ar-condicionado Central,21,21,21,21
280360,Grupo Gerador,1,1,1,1
280360,Usina de Oxigenio,1,0,1,0
280360,Equipo Odontologico,13,13,13,13
280360,Compressor Odontologico,12,12,12,12
280360,Fotopolimerizador,11,11,11,11
280360,Caneta de Alta Rotacao,18,18,18,18
280360,Caneta de Baixa Rotacao,18,18,18,18
280360,Amalgamador,11,11,11,11
280360,Aparelho de Profilaxia c/ Jato de Bicarbonato,11,11,11,11
280360,Berço Aquecido,2,2,2,2
280360,Bilirrubinometro,2,1,2,1
280360,Desfibrilador,2,1,2,1
280360,Equipamento de Fototerapia,2,2,2,2
280360,Monitor de ECG,1,1,1,1
280360,Monitor de Pressao Nao-Invasivo,5,5,5,5
280360,Reanimador Pulmonar/AMBU,7,7,7,7
280360,Eletrocardiografo,2,2,2,2
280410,Ultrassom Convencional,1,1,1,1
280410,Equipo Odontologico,3,3,3,3
280410,Compressor Odontologico,3,3,3,3
280410,Fotopolimerizador,3,3,3,3
280410,Caneta de Alta Rotacao,3,3,3,3
280410,Caneta de Baixa Rotacao,3,3,3,3
280410,Amalgamador,3,3,3,3
280410,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
280410,Eletrocardiografo,1,1,1,1
280420,Equipo Odontologico,3,3,3,3
280420,Compressor Odontologico,1,1,1,1
280420,Caneta de Alta Rotacao,1,1,1,1
280420,Caneta de Baixa Rotacao,1,1,1,1
280430,Ultrassom Convencional,1,1,1,1
280430,Equipo Odontologico,4,4,4,4
280430,Compressor Odontologico,2,2,2,2
280430,Fotopolimerizador,1,1,1,1
280430,Caneta de Alta Rotacao,1,1,1,1
280430,Caneta de Baixa Rotacao,1,1,1,1
280430,Amalgamador,1,1,1,1
280430,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280440,Raio X ate 100 mA,1,1,1,1
280440,Raio X de 100 a 500 mA,1,1,1,1
280440,Ultrassom Convencional,1,0,1,0
280440,Grupo Gerador,1,1,1,1
280440,Equipo Odontologico,6,6,6,6
280440,Compressor Odontologico,3,3,3,3
280440,Fotopolimerizador,3,3,3,3
280440,Caneta de Alta Rotacao,3,3,3,3
280440,Caneta de Baixa Rotacao,3,3,3,3
280440,Amalgamador,3,3,3,3
280440,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
280440,Berço Aquecido,1,1,1,1
280440,Desfibrilador,2,2,2,2
280440,Incubadora,3,2,3,2
280440,Reanimador Pulmonar/AMBU,2,2,2,2
280440,Respirador/Ventilador,1,1,1,1
280440,Eletrocardiografo,2,1,2,1
280440,Eletroencefalografo,1,1,1,1
280470,Equipo Odontologico,3,3,3,3
280470,Compressor Odontologico,3,3,3,3
280470,Fotopolimerizador,2,2,2,2
280470,Caneta de Alta Rotacao,3,3,3,3
280470,Amalgamador,2,2,2,2
280445,Equipo Odontologico,2,2,2,2
280445,Compressor Odontologico,1,1,1,1
280445,Fotopolimerizador,1,1,1,1
280445,Caneta de Alta Rotacao,1,1,1,1
280445,Caneta de Baixa Rotacao,1,1,1,1
280445,Amalgamador,1,1,1,1
280445,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280445,Eletrocardiografo,1,1,1,1
280480,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
280480,IMITANCIOMETRO,1,1,1,1
280480,Gama Camara,1,1,1,1
280480,Raio X de 100 a 500 mA,5,5,5,5
280480,Raio X Dentario,2,2,2,2
280480,Ultrassom Convencional,10,10,9,9
280480,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
280480,Grupo Gerador,1,1,1,1
280480,Equipo Odontologico,49,49,38,38
280480,Compressor Odontologico,6,6,1,1
280480,Berço Aquecido,5,5,5,5
280480,Desfibrilador,4,4,4,4
280480,Equipamento de Fototerapia,4,4,4,4
280480,Incubadora,5,5,5,5
280480,Monitor de Pressao Invasivo,3,3,3,3
280480,Reanimador Pulmonar/AMBU,10,6,10,6
280480,Respirador/Ventilador,4,4,4,4
280480,Eletrocardiografo,7,7,6,6
280480,Eletroencefalografo,3,3,3,3
280480,Endoscopio Digestivo,3,3,3,3
280480,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
280450,Mamografo com Comando Simples,1,1,1,1
280450,Raio X ate 100 mA,1,1,1,1
280450,Raio X de 100 a 500 mA,1,1,1,1
280450,Raio X mais de 500mA,2,2,1,1
280450,Raio X Dentario,1,0,1,0
280450,Ultrassom Convencional,4,4,1,1
280450,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
280450,Controle Ambiental/Ar-condicionado Central,34,34,6,6
280450,Grupo Gerador,1,1,1,1
280450,Equipo Odontologico,12,12,12,12
280450,Compressor Odontologico,4,4,4,4
280450,Fotopolimerizador,4,4,4,4
280450,Caneta de Alta Rotacao,4,4,4,4
280450,Caneta de Baixa Rotacao,4,4,4,4
280450,Amalgamador,4,4,4,4
280450,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
280450,Bomba de Infusao,11,11,11,11
280450,Berço Aquecido,2,2,2,2
280450,Desfibrilador,5,4,5,4
280450,Equipamento de Fototerapia,2,2,2,2
280450,Incubadora,2,1,2,1
280450,Monitor de ECG,6,5,6,5
280450,Reanimador Pulmonar/AMBU,9,9,9,9
280450,Respirador/Ventilador,3,3,3,3
280450,Eletrocardiografo,3,3,2,2
280450,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
280450,Aparelho de Eletroestimulacao,5,5,1,1
280490,Equipo Odontologico,6,6,6,6
280490,Eletrocardiografo,1,1,1,1
280460,Raio X de 100 a 500 mA,1,1,1,1
280460,Ultrassom Convencional,2,2,2,2
280460,Equipo Odontologico,11,11,11,11
280460,Reanimador Pulmonar/AMBU,2,2,2,2
280460,Eletrocardiografo,2,2,1,1
280500,Equipo Odontologico,1,1,1,1
280500,Compressor Odontologico,1,1,1,1
280500,Fotopolimerizador,1,1,1,1
280500,Caneta de Alta Rotacao,1,1,1,1
280500,Caneta de Baixa Rotacao,1,1,1,1
280500,Amalgamador,1,1,1,1
280500,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280500,Eletrocardiografo,1,1,1,1
280510,Equipo Odontologico,3,3,3,3
280510,Compressor Odontologico,3,3,3,3
280510,Fotopolimerizador,3,3,3,3
280510,Caneta de Alta Rotacao,3,3,3,3
280510,Caneta de Baixa Rotacao,2,2,2,2
280510,Amalgamador,2,2,2,2
280510,Desfibrilador,1,1,1,1
280510,Reanimador Pulmonar/AMBU,1,1,1,1
280510,Eletrocardiografo,1,1,1,1
280530,Grupo Gerador,1,1,1,1
280530,Equipo Odontologico,3,3,3,3
280530,Reanimador Pulmonar/AMBU,3,3,1,1
280530,Equipamentos para Optometria,1,1,1,1
280540,Raio X de 100 a 500 mA,2,0,2,0
280540,Raio X Dentario,2,1,2,1
280540,Ultrassom Convencional,1,1,1,1
280540,Grupo Gerador,2,2,2,2
280540,Usina de Oxigenio,2,1,2,1
280540,Equipo Odontologico,3,3,3,3
280540,Compressor Odontologico,3,3,3,3
280540,Fotopolimerizador,3,3,3,3
280540,Caneta de Alta Rotacao,3,3,3,3
280540,Caneta de Baixa Rotacao,3,3,3,3
280540,Amalgamador,3,3,3,3
280540,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
280540,Berço Aquecido,3,3,3,3
280540,Desfibrilador,1,0,1,0
280540,Equipamento de Fototerapia,3,3,3,3
280540,Monitor de ECG,1,1,1,1
280540,Monitor de Pressao Invasivo,2,2,2,2
280540,Reanimador Pulmonar/AMBU,2,2,2,2
280540,Respirador/Ventilador,2,2,2,2
280540,Eletrocardiografo,1,1,1,1
280550,Ultrassom Ecografo,1,1,1,1
280550,Equipo Odontologico,3,3,3,3
280550,Compressor Odontologico,1,1,1,1
280550,Fotopolimerizador,1,1,1,1
280550,Caneta de Alta Rotacao,1,1,1,1
280550,Caneta de Baixa Rotacao,1,1,1,1
280550,Equipamento de Fototerapia,1,1,1,1
280550,Reanimador Pulmonar/AMBU,6,6,6,6
280550,Eletrocardiografo,1,1,1,1
280520,Raio X Dentario,2,2,2,2
280520,Ultrassom Convencional,1,1,1,1
280520,Equipo Odontologico,40,40,40,40
280520,Compressor Odontologico,2,2,2,2
280520,Fotopolimerizador,2,2,2,2
280520,Caneta de Alta Rotacao,4,4,4,4
280520,Caneta de Baixa Rotacao,2,2,2,2
280520,Amalgamador,2,2,2,2
280580,Ultrassom Convencional,1,1,1,1
280580,Equipo Odontologico,5,5,5,5
280580,Monitor de ECG,1,1,1,1
280580,Reanimador Pulmonar/AMBU,2,2,2,2
280580,Eletrocardiografo,1,1,1,1
280590,Ultrassom Convencional,1,1,1,1
280590,Controle Ambiental/Ar-condicionado Central,7,7,7,7
280590,Equipo Odontologico,4,4,4,4
280590,Compressor Odontologico,2,2,2,2
280590,Fotopolimerizador,2,2,2,2
280590,Caneta de Alta Rotacao,3,3,3,3
280590,Caneta de Baixa Rotacao,3,3,3,3
280590,Amalgamador,3,3,3,3
280590,Eletrocardiografo,1,0,1,0
280560,Raio X de 100 a 500 mA,2,2,2,2
280560,Raio X Dentario,1,1,1,1
280560,Ultrassom Convencional,3,3,3,3
280560,Controle Ambiental/Ar-condicionado Central,2,2,2,2
280560,Equipo Odontologico,4,4,4,4
280560,Compressor Odontologico,4,4,4,4
280560,Fotopolimerizador,3,3,3,3
280560,Caneta de Alta Rotacao,4,4,4,4
280560,Caneta de Baixa Rotacao,4,4,4,4
280560,Amalgamador,3,3,3,3
280560,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
280560,Bomba de Infusao,1,1,1,1
280560,Desfibrilador,4,4,4,4
280560,Equipamento de Fototerapia,1,1,1,1
280560,Monitor de ECG,3,3,3,3
280560,Monitor de Pressao Invasivo,2,2,2,2
280560,Monitor de Pressao Nao-Invasivo,7,5,7,5
280560,Reanimador Pulmonar/AMBU,13,13,13,13
280560,Respirador/Ventilador,6,3,6,3
280560,Eletrocardiografo,2,2,2,2
280600,Raio X de 100 a 500 mA,1,1,1,1
280600,Raio X Dentario,1,1,1,1
280600,Controle Ambiental/Ar-condicionado Central,1,1,1,1
280600,Equipo Odontologico,6,4,6,4
280600,Desfibrilador,1,1,1,1
280600,Equipamento de Fototerapia,1,0,1,0
280600,Monitor de ECG,1,0,1,0
280600,Monitor de Pressao Nao-Invasivo,10,10,10,10
280600,Reanimador Pulmonar/AMBU,11,11,11,11
280600,Respirador/Ventilador,1,1,1,1
280600,Eletrocardiografo,1,0,1,0
280620,Controle Ambiental/Ar-condicionado Central,14,14,14,14
280620,Equipo Odontologico,5,5,5,5
280620,Compressor Odontologico,5,5,5,5
280620,Fotopolimerizador,5,5,5,5
280620,Caneta de Alta Rotacao,5,5,5,5
280620,Caneta de Baixa Rotacao,5,5,5,5
280620,Amalgamador,5,5,5,5
280620,Aparelho de Profilaxia c/ Jato de Bicarbonato,5,5,5,5
280620,Monitor de ECG,1,1,1,1
280620,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
280620,Aparelho de Eletroestimulacao,3,3,3,3
280620,Forno de Bier,1,0,1,0
280610,Raio X Dentario,3,3,3,3
280610,Ultrassom Convencional,1,1,1,1
280610,Equipo Odontologico,5,5,5,5
280610,Compressor Odontologico,4,4,4,4
280610,Fotopolimerizador,4,4,4,4
280610,Caneta de Alta Rotacao,4,4,4,4
280610,Caneta de Baixa Rotacao,4,4,4,4
280610,Amalgamador,4,4,4,4
280610,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
280610,Desfibrilador,1,1,1,1
280610,Monitor de ECG,1,1,1,1
280610,Forno de Bier,5,5,3,3
280570,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
280570,EMISSOES OTOACUSTICAS EVOCADAS POR PRODUTO DE DISTORCAO,1,1,1,1
280570,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
280570,IMITANCIOMETRO,1,1,1,1
280570,CABINE ACUSTICA,1,1,1,1
280570,Mamografo com Comando Simples,2,1,2,1
280570,Raio X ate 100 mA,1,0,1,0
280570,Raio X de 100 a 500 mA,4,4,4,4
280570,Raio X Dentario,1,1,1,1
280570,Tomógrafo Computadorizado,1,0,1,0
280570,Ultrassom Doppler Colorido,1,0,1,0
280570,Ultrassom Ecografo,4,4,3,3
280570,Ultrassom Convencional,3,3,3,3
280570,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
280570,Grupo Gerador,1,1,1,1
280570,Equipo Odontologico,14,13,12,12
280570,Compressor Odontologico,2,2,2,2
280570,Fotopolimerizador,2,2,2,2
280570,Caneta de Alta Rotacao,2,2,2,2
280570,Caneta de Baixa Rotacao,2,2,2,2
280570,Amalgamador,2,2,2,2
280570,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
280570,Bomba de Infusao,2,2,2,2
280570,Berço Aquecido,4,4,4,4
280650,Equipo Odontologico,2,2,2,2
280650,Compressor Odontologico,2,2,2,2
280650,Fotopolimerizador,2,2,2,2
280650,Caneta de Alta Rotacao,2,2,2,2
280650,Caneta de Baixa Rotacao,2,2,2,2
280650,Amalgamador,2,2,2,2
280650,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
280650,Eletrocardiografo,1,1,1,1
280570,Desfibrilador,3,3,3,3
280570,Equipamento de Fototerapia,4,4,4,4
280570,Incubadora,1,1,1,1
280570,Monitor de ECG,1,1,1,1
280570,Reanimador Pulmonar/AMBU,8,8,8,8
280570,Respirador/Ventilador,12,10,12,10
280570,Eletrocardiografo,9,9,9,9
280570,Eletroencefalografo,1,1,1,1
280570,Endoscopio das Vias Respiratorias,1,1,1,1
280570,Endoscopio das Vias Urinarias,1,1,1,1
280570,Endoscopio Digestivo,1,1,1,1
280570,Microscopio Cirurgico,1,1,1,1
280570,REFRATOR,3,3,3,3
280570,LENSOMETRO,3,3,3,3
280570,PROJETOR OU TABELA DE OPTOTIPOS,3,3,3,3
280570,RETINOSCOPIO,1,1,1,1
280570,OFTALMOSCOPIO,2,2,2,2
280570,CERATOMETRO,2,2,2,2
280570,TONOMETRO DE APLANACAO,3,3,3,3
280570,BIOMICROSCOPIO (LAMPADA DE FENDA),2,2,2,2
280570,CAMPIMETRO,3,3,3,3
280570,Aparelho de Diatermia por Ultrassom/Ondas Curtas,5,4,4,4
280570,Aparelho de Eletroestimulacao,7,6,3,3
280570,Forno de Bier,1,1,1,1
280640,Raio X Dentario,3,3,3,3
280640,Equipo Odontologico,3,3,3,3
280640,Compressor Odontologico,2,2,2,2
280640,Fotopolimerizador,2,2,2,2
280640,Caneta de Alta Rotacao,2,2,2,2
